category	ID	term	count	genes	logFC	adj_pval	zscore
CC	GO:0019814	immunoglobulin complex	106	IGKV1-27	4.193343726	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGKV1-39	4.476372431	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGKV1-5	4.927080728	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGKV1-6	4.390121845	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGKV1-8	2.458152188	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGKV1-9	4.424059694	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGKV1D-12	5.787736253	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGKV1D-13	3.317514934	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGKV1D-17	4.02136206	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGKV1D-43	5.452198381	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGKV1D-8	5.729824763	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGKV2-24	3.142633179	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGKV2-30	2.382146359	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGKV2D-29	3.642862349	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGKV2D-30	3.08303204	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGKV3-15	4.106091117	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGKV3-20	4.442374792	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGKV3D-11	4.534707501	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGKV3D-15	5.322599038	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGKV3D-20	4.887136811	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGKV4-1	4.840587557	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGKV5-2	4.051490352	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGKV6-21	4.246077503	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGKV6D-21	3.535473732	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLC2	3.216970944	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLC3	3.318106693	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLC6	4.197759447	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLC7	3.983685903	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLV1-36	4.805414642	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLV1-40	4.724037718	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLV1-44	3.862411266	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLV1-47	4.392325042	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLV1-51	4.330016499	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLV10-54	4.566348272	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLV2-11	4.072093934	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLV2-14	4.10903855	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLV2-18	4.237025297	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLV2-23	4.621885514	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLV2-8	3.476728965	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLV3-1	4.437945665	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLV3-10	4.153976365	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLV3-12	4.503209831	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLV3-16	4.224068864	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLV3-19	4.595742852	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLV3-21	5.794223821	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLV3-25	4.516906388	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLV3-27	5.38174719	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLV4-69	4.601396332	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLV5-37	5.026647155	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLV5-45	4.652011684	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLV5-52	-2.179108045	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLV6-57	4.929304692	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLV7-43	4.108826521	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLV7-46	4.038062518	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLV8-61	4.979574032	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	IGLV9-49	4.390504577	2.35541837419232e-138	10.1013729685155
CC	GO:0019814	immunoglobulin complex	106	TRBC2	2.425168988	2.35541837419232e-138	10.1013729685155
MF	GO:0003823	antigen binding	95	CD1A	4.376977814	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	CD1C	2.966906804	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	CD1E	2.633553875	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	HLA-A	2.763446756	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	HLA-B	2.494834739	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	HLA-C	2.167357055	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	HLA-DPB1	2.283157877	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	HLA-DQA1	2.413658054	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	HLA-DRA	3.399465046	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	HLA-DRB1	3.60896441	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	HLA-DRB5	3.154648952	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	HLA-E	2.015442349	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	HLA-G	2.899742061	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	HLA-H	2.729213941	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IL7R	2.055705368	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHA1	4.580203331	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHA2	3.954859595	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHD	2.52847748	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHE	4.614951121	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHG1	4.092811952	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHG2	4.751073375	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHG3	4.277977496	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHG4	6.623940523	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHM	3.718903576	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV1-18	5.396934449	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV1-24	4.148217143	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV1-3	2.864022114	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV1-45	4.414477879	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV1-58	5.97177047	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV1-69	5.520612632	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV2-26	5.94330266	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV2-5	3.039237781	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV2-70	4.503457739	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV3-11	4.463496157	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV3-13	4.939516204	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV3-15	4.633629005	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV3-20	5.391177834	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV3-21	4.48651043	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV3-23	3.792396872	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV3-30	4.080313948	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV3-33	3.561712724	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV3-43	4.73628677	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV3-48	4.182136266	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV3-49	4.607476353	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV3-53	4.98716105	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV3-64	4.847603857	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV3-66	4.620172714	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV3-72	4.43616225	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV3-73	4.433335466	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV3-74	4.509606409	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV4-28	4.84032026	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV4-31	5.447691339	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV4-34	3.918320555	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV4-39	5.307706181	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV4-4	3.728476841	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV4-59	4.41186575	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV4-61	3.718960007	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV5-51	5.173937414	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGHV6-1	3.313763038	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGKC	3.209234693	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGKV1-16	4.417128877	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGKV1-17	4.499088338	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGKV1-39	4.476372431	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGKV1-5	4.927080728	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGKV1D-12	5.787736253	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGKV2-30	2.382146359	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGKV3-15	4.106091117	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGKV3-20	4.442374792	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGKV3D-11	4.534707501	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGKV4-1	4.840587557	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGKV5-2	4.051490352	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGLC2	3.216970944	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGLC3	3.318106693	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGLC6	4.197759447	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGLC7	3.983685903	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGLV1-40	4.724037718	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGLV1-44	3.862411266	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGLV1-47	4.392325042	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGLV1-51	4.330016499	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGLV2-11	4.072093934	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGLV2-14	4.10903855	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGLV2-23	4.621885514	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGLV2-8	3.476728965	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGLV3-1	4.437945665	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGLV3-19	4.595742852	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGLV3-21	5.794223821	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGLV3-25	4.516906388	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGLV3-27	5.38174719	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGLV6-57	4.929304692	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	IGLV7-43	4.108826521	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	TRAV8-4	3.126736042	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	TRAV19	2.854287283	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	TRAV29DV5	3.045945523	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	TRBC2	2.425168988	8.2398766570061e-118	9.74679434480896
MF	GO:0003823	antigen binding	95	TRBV7-9	2.869902613	8.2398766570061e-118	9.74679434480896
BP	GO:0006958	complement activation, classical pathway	82	C8G	2.060337097	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	MASP2	-2.338045439	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHA1	4.580203331	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHA2	3.954859595	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHD	2.52847748	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHE	4.614951121	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHG1	4.092811952	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHG2	4.751073375	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHG3	4.277977496	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHG4	6.623940523	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHM	3.718903576	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV1-18	5.396934449	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV1-24	4.148217143	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV1-3	2.864022114	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV1-45	4.414477879	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV1-58	5.97177047	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV1-69	5.520612632	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV2-26	5.94330266	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV2-5	3.039237781	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV2-70	4.503457739	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV3-11	4.463496157	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV3-13	4.939516204	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV3-15	4.633629005	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV3-20	5.391177834	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV3-21	4.48651043	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV3-23	3.792396872	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV3-30	4.080313948	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV3-33	3.561712724	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV3-43	4.73628677	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV3-48	4.182136266	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV3-49	4.607476353	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV3-53	4.98716105	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV3-64	4.847603857	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV3-66	4.620172714	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV3-72	4.43616225	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV3-73	4.433335466	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV3-74	4.509606409	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV4-28	4.84032026	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV4-31	5.447691339	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV4-34	3.918320555	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV4-39	5.307706181	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV4-4	3.728476841	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV4-59	4.41186575	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV4-61	3.718960007	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV5-51	5.173937414	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGHV6-1	3.313763038	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGKC	3.209234693	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGKV1-12	4.281577382	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGKV1-16	4.417128877	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGKV1-17	4.499088338	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGKV1-39	4.476372431	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGKV1-5	4.927080728	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGKV1D-12	5.787736253	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGKV2-30	2.382146359	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGKV2D-30	3.08303204	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGKV3-15	4.106091117	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGKV3-20	4.442374792	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGKV3D-11	4.534707501	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGKV3D-20	4.887136811	6.02869682454182e-97	8.61365903383803
BP	GO:0006958	complement activation, classical pathway	82	IGKV4-1	4.840587557	6.02869682454182e-97	8.61365903383803
